,State,F Year,f Gender,ICD-10 113 Cause List,F Under 5 years,F 5-9 years,F 10-14 years,F 15-19 years,F 20-24 years,F 25-29 years,F 30-34 years,F 35-39 years,F 40-44 years,F 45-49 years,F 50-54 years,F 55-59 years,F 60-64 years,F 65-69 years,F 70-74 years,F 75-79 years,F 80-84 years,F 85years and older,F Not Stated,C Year,C Total population,C Male Total population,C Female Total population,C Under 5 years,C 5 to 9 years,C 10 to 14 years,C 15 to 19 years,C 20 to 24 years,C 25 to 29 years,C 30 to 34 years,C 35 to 39 years,C 40 to 44 years,C 45 to 49 years,C 50 to 54 years,C 55 to 59 years,C 60 to 64 years,C 65 to 69 years,C 70 to 74 years,C 75 to 79 years,C 80 to 84 years,C 85 years and over,Total Deaths
793,Indiana,2015,Female,Homicide,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2015,6539401,3217583,3321818,417307.393,439522.217,447383.425,458456.002,474236.183,419037.534,421164.447,402216.576,423154.303,433421.075,466653.74700000003,443872.361,382204.346,296377.872,218212.6,156883.745,119171.363,120984.085,11
794,Indiana,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,2015,6539401,3217583,3321818,417307.393,439522.217,447383.425,458456.002,474236.183,419037.534,421164.447,402216.576,423154.303,433421.075,466653.74700000003,443872.361,382204.346,296377.872,218212.6,156883.745,119171.363,120984.085,20
795,Indiana,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6539401,3217583,3321818,417307.393,439522.217,447383.425,458456.002,474236.183,419037.534,421164.447,402216.576,423154.303,433421.075,466653.74700000003,443872.361,382204.346,296377.872,218212.6,156883.745,119171.363,120984.085,0
796,Indiana,2015,Male,Homicide,0,0,0,37,59,39,31,17,12,21,0,0,0,0,0,0,0,0,0,2015,6539401,3217583,3321818,417307.393,439522.217,447383.425,458456.002,474236.183,419037.534,421164.447,402216.576,423154.303,433421.075,466653.74700000003,443872.361,382204.346,296377.872,218212.6,156883.745,119171.363,120984.085,216
797,Indiana,2015,Male,Suicide,0,0,0,18,37,42,31,35,31,34,48,39,28,28,29,20,14,10,0,2015,6539401,3217583,3321818,417307.393,439522.217,447383.425,458456.002,474236.183,419037.534,421164.447,402216.576,423154.303,433421.075,466653.74700000003,443872.361,382204.346,296377.872,218212.6,156883.745,119171.363,120984.085,444
798,Indiana,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,0
799,Indiana,2016,Female,Homicide,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,20
800,Indiana,2016,Female,Suicide,0,0,0,0,11,0,0,0,12,0,10,14,0,0,0,0,0,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,47
801,Indiana,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,0
802,Indiana,2016,Male,Homicide,0,0,0,46,68,52,38,24,26,20,12,0,0,0,0,0,0,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,286
803,Indiana,2016,Male,Suicide,0,0,0,19,49,28,39,25,35,46,49,45,45,39,30,19,18,0,0,2016,6685870,3291713,3394157,429570.89,451643.237,453628.80700000003,465475.483,488072.595,431724.952,429468.079,408552.611,421114.116,430794.608,467010.303,453054.934,398247.246,317863.771,227067.417,165051.386,121374.709,125731.039,486
804,Indiana,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,0
805,Indiana,2017,Female,Homicide,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,26
806,Indiana,2017,Female,Suicide,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,25
807,Indiana,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,0
808,Indiana,2017,Male,Homicide,0,0,0,37,48,61,40,41,17,0,11,12,0,0,0,0,0,0,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,267
809,Indiana,2017,Male,Suicide,0,0,0,36,53,47,41,28,33,48,46,49,37,33,25,17,21,12,0,2017,6761818,3333366,3428452,426094.0,445921.0,455374.0,468949.0,495919.0,438948.0,428667.0,420692.0,416386.0,430294.0,462767.0,460142.0,412196.0,338034.0,237844.0,171730.0,121172.0,130689.0,526
810,Iowa,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,0
811,Iowa,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,0
812,Iowa,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,0
813,Iowa,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,0
814,Iowa,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,0
815,Iowa,2009,Male,Suicide,0,0,0,0,13,0,10,10,14,13,17,11,0,10,10,0,0,0,0,2009,2972825,1465634,1507191,196545.049,189767.624,195543.632,218593.728,227577.90600000002,183773.631,170443.195,183279.89,201787.204,223401.252,214033.313,186955.992,143441.825,112408.64,96961.071,86107.16,70721.122,70791.90000000001,108
816,Iowa,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,0
817,Iowa,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,0
818,Iowa,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,0
819,Iowa,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,0
820,Iowa,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,0
821,Iowa,2010,Male,Suicide,0,0,0,12,0,15,0,0,15,16,17,14,0,11,13,0,0,0,0,2010,2995769,1478819,1516950,196477.156,196397.781,199039.256,218536.54799999998,214842.043,188681.342,177881.213,181772.11299999998,194570.032,219717.355,217316.051,193663.372,154271.753,118020.83,98751.03199999999,85447.615,70530.429,69943.637,113
822,Iowa,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,0
823,Iowa,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,0
824,Iowa,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,0
825,Iowa,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,0
826,Iowa,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,0
827,Iowa,2011,Male,Suicide,0,0,0,11,11,12,14,10,16,14,15,16,10,10,0,0,0,0,0,2011,2980619,1474771,1505848,196208.917,196845.463,196029.088,216751.325,210185.86299999998,191767.547,180588.526,176950.76,189732.971,213502.959,216352.291,195469.21,160951.03,118198.858,98831.805,82402.378,69705.423,69504.781,139
828,Iowa,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,0
829,Iowa,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,0
830,Iowa,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,0
831,Iowa,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,0
832,Iowa,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,0
833,Iowa,2012,Male,Suicide,0,0,0,0,16,10,10,10,14,0,24,12,0,0,0,0,0,0,0,2012,3164320,1567209,1597111,208249.84,210134.22699999998,210312.077,225895.282,223661.046,203661.566,193787.31399999998,183948.515,197773.231,220829.377,229619.315,208711.604,177682.698,129967.031,105405.219,88135.424,70997.019,74450.806,96
834,Iowa,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,0
835,Iowa,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,0
836,Iowa,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,0
837,Iowa,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,0
838,Iowa,2013,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,0
839,Iowa,2013,Male,Suicide,0,0,0,12,19,14,12,0,21,16,16,19,10,12,13,0,0,0,0,2013,3011954,1491426,1520528,194561.575,199476.981,197212.75400000002,212703.279,217261.95,192902.628,189006.88,174715.58599999998,184018.019,203651.738,217672.844,203040.941,176720.103,127220.335,100976.641,81744.603,66455.689,71744.418,164
840,Iowa,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,0
841,Iowa,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,0
842,Iowa,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,0
843,Iowa,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,0
844,Iowa,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,0
845,Iowa,2014,Male,Suicide,0,0,0,0,17,16,0,0,10,15,26,10,13,11,0,0,0,10,0,2014,2996688,1485106,1511582,191773.691,198379.364,196883.55,209090.829,220151.108,190745.789,190075.995,174658.83,180636.916,196449.245,214506.938,200989.951,181062.58299999998,132438.365,102308.495,81111.787,65150.581,70042.71800000001,128
846,Iowa,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,0
847,Iowa,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,0
848,Iowa,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,0
849,Iowa,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,0
850,Iowa,2015,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,0
851,Iowa,2015,Male,Suicide,0,0,0,15,12,12,14,11,0,0,18,22,12,10,0,12,0,0,0,2015,3310134,1647731,1662403,209456.43899999998,217991.991,216939.38999999998,229288.998,241485.637,206149.317,210547.17,191712.252,196952.078,209571.429,234213.123,225672.827,205214.658,155109.78699999998,117666.35399999999,91686.257,70989.464,79012.64,138
852,Iowa,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,0
853,Iowa,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,0
854,Iowa,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,0
855,Iowa,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,0
856,Iowa,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,0
857,Iowa,2016,Male,Suicide,0,0,0,10,15,17,21,16,10,23,24,18,17,0,10,0,0,0,0,2016,3128608,1555408,1573200,198341.525,205102.769,204996.988,216234.15,231840.865,196874.524,201941.713,187564.69,184278.248,194284.348,216497.7,212031.861,192526.021,153133.859,111346.186,86330.241,62778.198,72795.012,181
858,Iowa,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,0
859,Iowa,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,0
860,Iowa,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,0
861,Iowa,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,0
862,Iowa,2017,Male,Homicide,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,21
863,Iowa,2017,Male,Suicide,0,0,0,17,19,11,16,10,13,14,12,17,25,11,14,0,0,0,0,2017,3049856,1513237,1536619,191405.0,200333.0,199682.0,210639.0,224721.0,191289.0,194680.0,184365.0,177247.0,185598.0,206139.0,206901.0,190895.0,154545.0,112944.0,84519.0,63013.0,70941.0,179
864,Kansas,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,0
865,Kansas,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,0
866,Kansas,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,0
867,Kansas,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,0
868,Kansas,2009,Male,Homicide,0,0,0,10,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,36
869,Kansas,2009,Male,Suicide,0,0,0,0,18,21,15,10,18,12,17,19,0,11,0,0,10,0,0,2009,2793990,1384487,1409503,199682.444,189767.043,192751.629,203050.96099999998,221294.744,188547.492,168177.454,177584.13999999998,187122.576,208042.32700000002,197197.649,168057.90600000002,128713.575,97105.913,80092.936,69725.56,57857.708,58394.08,151
870,Kansas,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2740733,1357291,1383442,193762.156,193606.135,191293.047,201474.257,200997.774,182965.40600000002,169344.126,171274.403,177850.549,202059.319,195866.105,169308.703,133212.738,98449.778,78836.89,67686.571,56527.530999999995,56436.769,0
871,Kansas,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2740733,1357291,1383442,193762.156,193606.135,191293.047,201474.257,200997.774,182965.40600000002,169344.126,171274.403,177850.549,202059.319,195866.105,169308.703,133212.738,98449.778,78836.89,67686.571,56527.530999999995,56436.769,0
872,Kansas,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2740733,1357291,1383442,193762.156,193606.135,191293.047,201474.257,200997.774,182965.40600000002,169344.126,171274.403,177850.549,202059.319,195866.105,169308.703,133212.738,98449.778,78836.89,67686.571,56527.530999999995,56436.769,0
