State,F Year,f Gender,ICD-10 113 Cause List,F Under 5 years,F 5-9 years,F 10-14 years,F 15-19 years,F 20-24 years,F 25-29 years,F 30-34 years,F 35-39 years,F 40-44 years,F 45-49 years,F 50-54 years,F 55-59 years,F 60-64 years,F 65-69 years,F 70-74 years,F 75-79 years,F 80-84 years,F 85years and older,F Not Stated
Idaho,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2009,Male,Suicide,0,0,0,0,12,0,0,12,0,17,18,16,12,0,0,0,0,0,0
Idaho,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2010,Male,Suicide,0,0,0,10,10,12,0,14,10,15,14,16,17,11,0,0,0,0,0
Idaho,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2011,Male,Suicide,0,0,0,15,11,0,0,17,13,14,12,12,13,0,0,0,0,0,0
Idaho,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2012,Male,Suicide,0,0,0,10,19,0,12,13,0,18,11,17,0,10,0,0,0,0,0
Idaho,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2013,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2013,Male,Suicide,0,0,0,0,13,18,12,0,10,15,16,10,14,14,12,0,0,0,0
Idaho,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2014,Male,Suicide,0,0,0,0,14,0,12,14,0,0,16,13,12,0,0,0,0,0,0
Idaho,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2015,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2015,Male,Suicide,0,0,0,0,19,15,16,15,12,12,13,21,10,10,16,0,0,0,0
Idaho,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2016,Male,Suicide,0,0,0,12,16,0,0,18,0,15,21,16,0,17,13,0,0,0,0
Idaho,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2017,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2017,Male,Suicide,0,0,0,18,18,20,14,18,14,16,11,21,20,0,10,11,0,0,0
Illinois,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2009,Female,Homicide,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2009,Male,Homicide,0,0,0,115,159,93,63,48,23,19,14,0,0,0,0,0,0,0,0
Illinois,2009,Male,Suicide,0,0,0,15,27,33,18,20,25,30,34,33,26,20,19,21,28,0,0
Illinois,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2010,Female,Homicide,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2010,Male,Homicide,0,0,0,95,139,103,78,35,26,12,0,0,0,0,0,0,0,0,0
Illinois,2010,Male,Suicide,0,0,0,16,25,30,24,31,27,39,46,40,32,19,23,24,15,11,0
Illinois,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2011,Female,Homicide,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2011,Male,Homicide,0,0,0,115,149,94,77,35,18,21,14,10,0,0,0,0,0,0,0
Illinois,2011,Male,Suicide,0,0,0,15,33,32,34,23,26,36,56,32,37,22,24,17,22,12,0
Illinois,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2012,Female,Homicide,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2012,Male,Homicide,0,0,0,119,166,97,67,44,24,18,19,0,0,0,0,0,0,0,0
Illinois,2012,Male,Suicide,0,0,0,14,29,26,23,29,29,37,61,44,35,30,16,20,20,17,0
Illinois,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2013,Female,Homicide,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2013,Male,Homicide,0,0,0,96,136,97,81,38,25,14,14,0,0,0,0,0,0,0,0
Illinois,2013,Male,Suicide,0,0,0,16,27,33,26,22,25,42,41,50,35,31,23,24,20,0,0
Illinois,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2014,Female,Homicide,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2014,Male,Homicide,0,0,0,130,143,82,76,36,28,16,16,0,0,0,0,0,0,0,0
Illinois,2014,Male,Suicide,0,0,0,26,35,34,25,32,35,31,50,46,47,23,31,21,20,12,0
Illinois,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2015,Female,Homicide,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2015,Male,Homicide,0,0,12,94,179,128,76,57,26,22,10,11,0,0,0,0,0,0,0
Illinois,2015,Male,Suicide,0,0,0,15,31,25,28,30,32,31,47,37,42,23,30,23,20,17,0
Illinois,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2016,Female,Homicide,0,0,0,16,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Illinois,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2016,Male,Homicide,0,0,0,158,226,167,107,79,41,22,22,17,11,0,0,0,0,0,0
Illinois,2016,Male,Suicide,0,0,0,19,16,34,28,36,27,28,37,54,42,34,25,30,30,10,0
Illinois,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2017,Female,Homicide,0,0,0,13,21,14,10,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Illinois,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,2017,Male,Homicide,0,0,0,144,216,169,120,78,35,30,14,10,0,0,0,0,0,0,0
Illinois,2017,Male,Suicide,0,0,0,30,25,46,33,33,39,32,42,47,44,32,32,33,22,19,0
Indiana,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Indiana,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2009,Male,Homicide,0,0,0,19,40,38,39,20,15,13,0,0,0,0,0,0,0,0,0
Indiana,2009,Male,Suicide,0,0,0,17,36,25,19,25,42,51,45,36,32,25,17,14,11,0,0
Indiana,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Indiana,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2010,Male,Homicide,0,0,0,23,45,30,25,16,0,17,10,0,0,0,0,0,0,0,0
Indiana,2010,Male,Suicide,0,0,0,19,21,25,21,27,26,48,47,45,25,21,20,17,12,0,0
Indiana,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2011,Male,Homicide,0,0,0,24,35,24,22,16,0,17,10,0,0,0,0,0,0,0,0
Indiana,2011,Male,Suicide,0,0,0,20,19,30,24,20,27,34,43,31,26,17,18,19,12,15,0
Indiana,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Indiana,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2012,Male,Homicide,0,0,0,18,45,43,25,14,18,14,13,0,0,0,0,0,0,0,0
Indiana,2012,Male,Suicide,0,0,0,21,33,30,25,32,38,42,44,43,31,26,19,20,14,13,0
Indiana,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2013,Female,Suicide,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2013,Male,Homicide,0,0,0,43,68,30,38,24,15,18,0,0,0,0,0,0,0,0,0
Indiana,2013,Male,Suicide,0,0,0,14,33,37,31,27,35,44,46,43,32,20,29,23,15,13,0
Indiana,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2014,Female,Suicide,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0
Indiana,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2014,Male,Homicide,0,0,0,35,52,31,28,23,14,17,0,11,0,0,0,0,0,0,0
Indiana,2014,Male,Suicide,0,0,0,18,41,50,36,26,36,35,37,41,31,27,24,24,21,10,0
Indiana,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2015,Female,Homicide,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
Indiana,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2015,Male,Homicide,0,0,0,37,59,39,31,17,12,21,0,0,0,0,0,0,0,0,0
Indiana,2015,Male,Suicide,0,0,0,18,37,42,31,35,31,34,48,39,28,28,29,20,14,10,0
Indiana,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2016,Female,Homicide,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
Indiana,2016,Female,Suicide,0,0,0,0,11,0,0,0,12,0,10,14,0,0,0,0,0,0,0
Indiana,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2016,Male,Homicide,0,0,0,46,68,52,38,24,26,20,12,0,0,0,0,0,0,0,0
Indiana,2016,Male,Suicide,0,0,0,19,49,28,39,25,35,46,49,45,45,39,30,19,18,0,0
Indiana,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2017,Female,Homicide,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2017,Female,Suicide,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0
Indiana,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,2017,Male,Homicide,0,0,0,37,48,61,40,41,17,0,11,12,0,0,0,0,0,0,0
Indiana,2017,Male,Suicide,0,0,0,36,53,47,41,28,33,48,46,49,37,33,25,17,21,12,0
Iowa,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2009,Male,Suicide,0,0,0,0,13,0,10,10,14,13,17,11,0,10,10,0,0,0,0
Iowa,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2010,Male,Suicide,0,0,0,12,0,15,0,0,15,16,17,14,0,11,13,0,0,0,0
Iowa,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2011,Male,Suicide,0,0,0,11,11,12,14,10,16,14,15,16,10,10,0,0,0,0,0
Iowa,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2012,Male,Suicide,0,0,0,0,16,10,10,10,14,0,24,12,0,0,0,0,0,0,0
Iowa,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,Male,Suicide,0,0,0,12,19,14,12,0,21,16,16,19,10,12,13,0,0,0,0
Iowa,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,Male,Suicide,0,0,0,0,17,16,0,0,10,15,26,10,13,11,0,0,0,10,0
Iowa,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2015,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2015,Male,Suicide,0,0,0,15,12,12,14,11,0,0,18,22,12,10,0,12,0,0,0
Iowa,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2016,Male,Suicide,0,0,0,10,15,17,21,16,10,23,24,18,17,0,10,0,0,0,0
Iowa,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2017,Male,Homicide,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2017,Male,Suicide,0,0,0,17,19,11,16,10,13,14,12,17,25,11,14,0,0,0,0
Kansas,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2009,Male,Homicide,0,0,0,10,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2009,Male,Suicide,0,0,0,0,18,21,15,10,18,12,17,19,0,11,0,0,10,0,0
Kansas,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2010,Male,Homicide,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2010,Male,Suicide,0,0,0,10,16,17,13,14,15,17,24,18,14,13,0,0,0,0,0
Kansas,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2011,Male,Homicide,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2011,Male,Suicide,0,0,0,0,23,11,14,10,12,21,17,20,14,16,0,0,12,0,0
Kansas,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2012,Male,Homicide,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2012,Male,Suicide,0,0,0,16,23,24,18,18,19,24,29,21,16,17,10,0,0,0,0
Kansas,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2013,Male,Homicide,0,0,0,0,13,15,10,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2013,Male,Suicide,0,0,0,10,16,14,13,12,13,12,38,21,17,10,0,10,15,0,0
Kansas,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
